Dataset name,delta_t,tau,L,Baseline MSE,Baseline AUPRC,SDModel MSE,SDModel AUPRC,SCDModel MSE,SCDModel AUPRC,SCDModel coefs,SCDOModel MSE,SCDOModel AUPRC,SCDOModel coefs
College graph 1,259200,1.25,0.5,1569.1172858318348,0.9093523624489734,1296.248185894148,0.9000220014727873,1031.4488489433527,0.8684743851522263,[4.87836032 0.35042556 0.10260971 0.14515966],1029.6744029776903,0.8684743851522263,[4.41289407 0.38144462 0.07125432 0.2067909 ]
College graph 1,259200,3,0.5,1569.1172858318348,0.9093523624489734,1505.8204099677505,0.9111706648403942,1055.7296073920306,0.8684743851522263,[7.20181643 0.28318403 0.10598248 0.12618911],1053.8023097890937,0.8684743851522263,[6.80025809 0.31107996 0.07581202 0.18626859]
SFHH graph,1800,3,0.5,1050.2696668725944,0.7744976679617008,1031.0063939704664,0.7586487653694269,793.5909472734502,0.7216271444185716,[5.96462126 0.3146894  0.         0.28615481],796.2310166413178,0.7216271444185716,[6.54140332 0.41802591 0.         0.19326702]
College graph 1,259200,2.25,0.5,1569.1172858318348,0.9093523624489734,1444.0543419856917,0.9096200280707106,1048.081430541867,0.8684743851522263,[6.66736606 0.29957315 0.10626468 0.13014344],1046.0858343622656,0.8684743851522263,[6.22868118 0.3270318  0.07529871 0.19349671]
College graph 1,86400,3.5,0.5,267.3684158146162,0.8497815226379959,261.31155739381836,0.8527025229441376,185.31613070828996,0.7850632752262823,[2.37578252 0.26936275 0.14350169 0.16820454],183.24960199292386,0.7850632752262823,[1.93441154 0.28618617 0.08050367 0.35809549]
College graph 1,86400,1,0.5,267.3684158146162,0.8497815226379959,216.28067759318924,0.8473017219646418,182.12603404195386,0.7850632752262823,[1.63893246 0.39076512 0.12673275 0.15055881],181.24547105858503,0.7850632752262823,[1.34197828 0.41109706 0.08017293 0.27415102]
College graph 1,86400,3,0.5,267.3684158146162,0.8497815226379959,257.6090429578579,0.8526126163054667,184.93766551365357,0.7850632752262823,[2.33175019 0.2763363  0.1431007  0.16711184],182.94852837742567,0.7850632752262823,[1.89517508 0.29284374 0.08079808 0.35425399]
College graph 1,86400,1.5,0.5,267.3684158146162,0.8497815226379959,231.30001252509595,0.8507186886655539,182.62101373287106,0.7850632752262823,[1.95777754 0.3387088  0.13596918 0.15728464],181.29992590007762,0.7850632752262823,[1.591238   0.35567291 0.08174032 0.31182159]
College graph 1,86400,5,0.5,267.3684158146162,0.8497815226379959,265.97872818775073,0.852374846473368,185.80279842287828,0.7850632752262823,[2.42990263 0.26096693 0.14377299 0.16963769],183.6471109194902,0.7850632752262823,[1.98515393 0.27847457 0.08002481 0.36212057]
College graph 1,86400,0.5,0.5,267.3684158146162,0.8497815226379959,202.15701919084,0.8368264121373605,184.80105367359835,0.7852356747559697,[0.99246047 0.47583397 0.10598819 0.14940296],184.39364326976337,0.7949429284898083,[0.80640055 0.50703199 0.07103473 0.22296877]
College graph 1,86400,1.25,0.5,267.3684158146162,0.8497815226379959,224.06112389685887,0.8487202169766918,182.2373712283193,0.7850632752262823,[1.82071115 0.36145415 0.13222523 0.15412886],181.12509167768778,0.7850632752262823,[1.484666   0.37969044 0.08134503 0.29510296]
College graph 1,86400,2,0.5,267.3684158146162,0.8497815226379959,243.29755173434387,0.8510395075144036,183.56436033824843,0.7850632752262823,[2.14547822 0.30708824 0.14024201 0.16218322],181.91717604672405,0.7850632752262823,[1.73949662 0.32319699 0.08161218 0.33450116]
College graph 1,86400,4,0.5,267.3684158146162,0.8497815226379959,263.6426912810089,0.8526975576513632,185.55778634833126,0.7850632752262823,[2.40272273 0.26504884 0.14368095 0.16898458],183.44545284230182,0.7850632752262823,[1.9593859  0.28223133 0.08028925 0.36023337]
College graph 1,86400,0.75,0.5,267.3684158146162,0.8497815226379959,208.53013893319218,0.8444853468681127,182.67145294803856,0.7850632752262823,[1.385271   0.4282796  0.11861084 0.14776651],182.0311273386574,0.7850632752262823,[1.13740037 0.45231285 0.07739426 0.24937602]
College graph 1,86400,4.5,0.5,267.3684158146162,0.8497815226379959,265.08915870713366,0.8523787258234989,185.7091209307315,0.7850632752262823,[2.41959508 0.26252595 0.14375208 0.16935916],183.56959295993946,0.7850632752262823,[1.97519586 0.27987879 0.08013624 0.36143209]
College graph 1,86400,2.5,0.5,267.3684158146162,0.8497815226379959,251.86643381466354,0.851477714150962,184.36632013023097,0.7850632752262823,[2.2607411  0.28797947 0.1422041  0.16518729],182.50693988170016,0.7850632752262823,[1.83411648 0.30410193 0.08118863 0.34724225]
College graph 1,86400,2.25,0.5,267.3684158146162,0.8497815226379959,247.98337193359114,0.8514742410344611,183.99386682091054,0.7850632752262823,[2.21009143 0.29636357 0.14141369 0.16384024],182.22812007364726,0.7850632752262823,[1.79195245 0.31238739 0.08140571 0.34181807]
College graph 1,86400,0.25,0.5,267.3684158146162,0.8497815226379959,202.03564725767464,0.8230126669063519,191.7884874139121,0.8121052400387477,[0.17287212 0.52137081 0.08368812 0.17961767],191.61434246249647,0.8137775333717898,[0.08848896 0.57534893 0.05472508 0.20862841]
College graph 2,3600,0.5,0.5,1.8196579361671676,0.24539163009757348,0.9772644032981294,0.25566439068047514,0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ],0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ]
College graph 2,3600,2.25,0.5,1.8196579361671676,0.24539163009757348,1.6313333364040647,0.2515425538472794,0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ],0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ]
College graph 2,3600,1.75,0.5,1.8196579361671676,0.24539163009757348,1.519958977944344,0.25295040295516374,0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ],0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ]
College graph 2,3600,0.75,0.5,1.8196579361671676,0.24539163009757348,1.1148428596217552,0.25856633119288586,0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ],0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ]
College graph 2,3600,4,0.5,1.8196579361671676,0.24539163009757348,1.7853104430467712,0.25107912534806065,0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ],0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ]
College graph 2,3600,1,0.5,1.8196579361671676,0.24539163009757348,1.2420931843534198,0.25445786817103494,0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ],0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ]
College graph 2,3600,3.5,0.5,1.8196579361671676,0.24539163009757348,1.7634155590387153,0.2510647639523539,0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ],0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ]
College graph 2,3600,2.5,0.5,1.8196579361671676,0.24539163009757348,1.6711395687576929,0.2509788133989598,0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ],0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ]
College graph 2,3600,1.5,0.5,1.8196579361671676,0.24539163009757348,1.4441566970350945,0.2527000950323018,0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ],0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ]
College graph 2,3600,5,0.5,1.8196579361671676,0.24539163009757348,1.806936344329549,0.25107912534806065,0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ],0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ]
College graph 2,3600,2,0.5,1.8196579361671676,0.24539163009757348,1.5816183298545174,0.2555591028712141,0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ],0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ]
College graph 2,3600,4.5,0.5,1.8196579361671676,0.24539163009757348,1.7987373510549975,0.25107912534806065,0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ],0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ]
College graph 2,3600,0.25,0.5,1.8196579361671676,0.24539163009757348,0.8516208198277324,0.24960946531313094,0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ],0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ]
College graph 2,3600,1.25,0.5,1.8196579361671676,0.24539163009757348,1.3520557649543066,0.2553846981415554,0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ],0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ]
College graph 2,3600,3,0.5,1.8196579361671676,0.24539163009757348,1.7279550269672497,0.2509930235888711,0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ],0.804389214851543,0.5223465006440532,[0.09141835 0.         0.         0.        ]
SFHH graph,600,1,0.5,108.83633200470466,0.8128440785014631,104.48274490914739,0.7742579024818098,94.76549521664717,0.7021622289321613,[0.87635131 0.54305628 0.08901975 0.18857578],94.64360092801596,0.6907318849259569,[0.96073476 0.58692824 0.         0.26703498]
SFHH graph,600,4.5,0.5,108.83633200470466,0.8128440785014631,108.47083161041543,0.8143430198007551,88.91018126372684,0.670001306847883,[1.04773964 0.42836649 0.12273077 0.2465625 ],88.6634962838205,0.670001306847883,[1.17325768 0.48727332 0.         0.35624338]
SFHH graph,600,5,0.5,108.83633200470466,0.8128440785014631,108.61270700516452,0.8144515578336531,88.88786176038798,0.670001306847883,[1.0506556  0.42691608 0.12295179 0.24743216],88.64175590880915,0.670001306847883,[1.17707953 0.48609852 0.         0.35708802]
SFHH graph,600,0.75,0.5,108.83633200470466,0.8128440785014631,106.21865479052393,0.760365705516047,98.49681628496653,0.7026061068997558,[0.83885133 0.57650971 0.07488818 0.17301254],98.42422504552277,0.6967570928698276,[0.91824281 0.61865826 0.         0.23354115]
SFHH graph,600,3,0.5,108.83633200470466,0.8128440785014631,107.32215594443821,0.8093558140015529,89.15281290555305,0.670001306847883,[1.02443155 0.4414625  0.12036968 0.23902213],88.90731777800009,0.670001306847883,[1.14193771 0.49769872 0.         0.34843124]
SFHH graph,600,4,0.5,108.83633200470466,0.8128440785014631,108.24235374147065,0.8133393393499729,88.94913676421164,0.670001306847883,[1.04312633 0.43079612 0.12233423 0.24513267],88.70190419688754,0.670001306847883,[1.16704466 0.4891813  0.         0.35488451]
SFHH graph,600,0.25,0.5,108.83633200470466,0.8128440785014631,123.68373701585197,0.6954078044800165,120.55591655994748,0.6812849435682714,[0.77942613 0.70313423 0.01359566 0.10024228],120.57679233206636,0.6786111019370444,[0.84846422 0.7400174  0.00528851 0.07435541]
SFHH graph,600,1.5,0.5,108.83633200470466,0.8128440785014631,104.34882587553133,0.7915745173413729,91.32669083212704,0.6960571507342665,[0.93648538 0.49762821 0.1052922  0.2101979 ],91.13833259887184,0.670001306847883,[1.03158009 0.54560528 0.         0.30718041]
SFHH graph,600,2.5,0.5,108.83633200470466,0.8128440785014631,106.50480084157202,0.8067231389246147,89.4200664940758,0.670001306847883,[1.00632854 0.45220974 0.11799274 0.2332135 ],89.18072747966585,0.670001306847883,[1.11828893 0.50651453 0.         0.34140179]
SFHH graph,600,1.25,0.5,108.83633200470466,0.8128440785014631,104.10763421916445,0.7841766495592294,92.62209029703513,0.6997635703155963,[0.90902287 0.51759493 0.09862359 0.20049196],92.46206970778701,0.6724479478053069,[0.9986286  0.56343615 0.         0.29035049]
SFHH graph,600,2.25,0.5,108.83633200470466,0.8128440785014631,105.9920114058101,0.8043019604086245,89.65051737041986,0.6771745170549648,[0.99382775 0.45987089 0.11612719 0.22918754],89.41749884627606,0.670001306847883,[1.10233998 0.5129347  0.         0.3360752 ]
SFHH graph,600,1.75,0.5,108.83633200470466,0.8128440785014631,104.84829225008743,0.7957268665034978,90.51560473489906,0.6909103422616286,[0.95949214 0.48197116 0.11010119 0.21791597],90.30666962766347,0.670001306847883,[1.05947797 0.53184178 0.         0.31969551]
SFHH graph,600,3.5,0.5,108.83633200470466,0.8128440785014631,107.8802504991139,0.8114399301440509,89.01955617112633,0.670001306847883,[1.03592998 0.43485541 0.12165296 0.24273804],88.77233589898007,0.670001306847883,[1.15729046 0.49238938 0.         0.35249499]
SFHH graph,600,0.5,0.5,108.83633200470466,0.8128440785014631,111.02406699220386,0.7339669796646058,105.51404996779601,0.6989451031566914,[0.79727643 0.6227952  0.05254355 0.15116896],105.49940265187044,0.6944329741498857,[0.87409622 0.66433716 0.         0.18104085]
SFHH graph,600,2,0.5,108.83633200470466,0.8128440785014631,105.42596416218471,0.7997183727976849,89.9938113256012,0.6848697515714848,[0.97833733 0.46958222 0.11356453 0.22421739],89.77048834974886,0.670001306847883,[1.08286247 0.52117837 0.         0.32907076]
College graph 1,3600,0.75,0.5,4.2231981226952735,0.3977701796163721,3.779731387540768,0.39055491921125746,3.722401854137292,0.5507620963236116,[0.28885378 0.         0.         0.        ],3.722401854137292,0.5507620963236116,[0.28885378 0.         0.         0.        ]
College graph 1,3600,1,0.5,4.2231981226952735,0.3977701796163721,3.851285641537205,0.39437650873423336,3.722401854137292,0.5507620963236116,[0.28885378 0.         0.         0.        ],3.722401854137292,0.5507620963236116,[0.28885378 0.         0.         0.        ]
College graph 1,3600,0.5,0.5,4.2231981226952735,0.3977701796163721,3.6965689906463393,0.37775933240363174,3.722401854137292,0.5507620963236116,[0.28885378 0.         0.         0.        ],3.722401854137292,0.5507620963236116,[0.28885378 0.         0.         0.        ]
College graph 1,3600,2.5,0.5,4.2231981226952735,0.3977701796163721,4.110087409831263,0.4012073458126257,3.631150332561888,0.4096461637004237,[0.2762764  0.04318843 0.         0.        ],3.631150332561888,0.4096461637004237,[0.2762764  0.04318843 0.         0.        ]
College graph 1,3600,2.25,0.5,4.2231981226952735,0.3977701796163721,4.082612499180036,0.400750527857447,3.64323525375805,0.4045133366848072,[0.277849   0.03776294 0.         0.        ],3.64323525375805,0.4045133366848072,[0.277849   0.03776294 0.         0.        ]
College graph 1,3600,1.25,0.5,4.2231981226952735,0.3977701796163721,3.9126067114431087,0.3964941057634299,3.722401854137292,0.5507620963236116,[0.28885378 0.         0.         0.        ],3.722401854137292,0.5507620963236116,[0.28885378 0.         0.         0.        ]
College graph 1,3600,0.25,0.5,4.2231981226952735,0.3977701796163721,3.601041764441384,0.36007803955882267,3.722401854137292,0.5507620963236116,[0.28885378 0.         0.         0.        ],3.722401854137292,0.5507620963236116,[0.28885378 0.         0.         0.        ]
College graph 1,3600,1.75,0.5,4.2231981226952735,0.3977701796163721,4.010845278976872,0.4005719608468614,3.6819243048372803,0.45919190979756225,[0.28308119 0.019773   0.         0.        ],3.6819243048372803,0.45919190979756225,[0.28308119 0.019773   0.         0.        ]
College graph 1,3600,1.5,0.5,4.2231981226952735,0.3977701796163721,3.965393644089585,0.3990523763147933,3.7130774209037694,0.5507620963236116,[0.2874982  0.00463787 0.         0.        ],3.7130774209037694,0.5507620963236116,[0.2874982  0.00463787 0.         0.        ]
College graph 1,3600,4.5,0.5,4.2231981226952735,0.3977701796163721,4.2061539613434,0.4008902794972231,3.5976911566035072,0.40516006290661066,[0.27209326 0.05768415 0.         0.        ],3.5976911566035072,0.40516006290661066,[0.27209326 0.05768415 0.         0.        ]
College graph 1,3600,3.5,0.5,4.2231981226952735,0.3977701796163721,4.178241635705652,0.40089075718042244,3.606199909974312,0.3995405981039827,[0.27313169 0.054075   0.         0.        ],3.606199909974312,0.3995405981039827,[0.27313169 0.054075   0.         0.        ]
College graph 1,3600,3,0.5,4.2231981226952735,0.3977701796163721,4.151266527467933,0.4014786153735679,3.615306452809941,0.40513958554505625,[0.27426282 0.05015252 0.         0.        ],3.615306452809941,0.40513958554505625,[0.27426282 0.05015252 0.         0.        ]
College graph 1,3600,2,0.5,4.2231981226952735,0.3977701796163721,4.049723146568163,0.4010743113560114,3.659565970822632,0.40985568915424103,[0.28002182 0.03028207 0.         0.        ],3.659565970822632,0.40985568915424103,[0.28002182 0.03028207 0.         0.        ]
College graph 1,3600,5,0.5,4.2231981226952735,0.3977701796163721,4.212787500972217,0.4008890458240457,3.59579348421276,0.4051848947271996,[0.2718642  0.05848145 0.         0.        ],3.59579348421276,0.4051848947271996,[0.2718642  0.05848145 0.         0.        ]
College graph 1,3600,4,0.5,4.2231981226952735,0.3977701796163721,4.19541759008299,0.4008683455845131,3.6008612138196243,0.3948391421198065,[0.27247799 0.05634599 0.         0.        ],3.6008612138196243,0.3948391421198065,[0.27247799 0.05634599 0.         0.        ]
